Id,Category,Family,Type,Level,LocationType,X,Y,Z,StartX,StartY,StartZ,EndX,EndY,EndZ
137428, Building Type Settings, , Exercise Center, , None, , , , , , , , , 
137429, Building Type Settings, , Fire Station, , None, , , , , , , , , 
137430, Building Type Settings, , Gymnasium, , None, , , , , , , , , 
137431, Building Type Settings, , Hospital or Healthcare, , None, , , , , , , , , 
137432, Building Type Settings, , Hotel, , None, , , , , , , , , 
137433, Building Type Settings, , Library, , None, , , , , , , , , 
137434, Building Type Settings, , Manufacturing, , None, , , , , , , , , 
137435, Building Type Settings, , Motel, , None, , , , , , , , , 
137436, Building Type Settings, , Motion Picture Theatre, , None, , , , , , , , , 
137437, Building Type Settings, , Multi Family, , None, , , , , , , , , 
137438, Building Type Settings, , Museum, , None, , , , , , , , , 
137439, Building Type Settings, , Office, , None, , , , , , , , , 
137440, Building Type Settings, , Parking Garage, , None, , , , , , , , , 
137441, Building Type Settings, , Penitentiary, , None, , , , , , , , , 
137442, Building Type Settings, , Performing Arts Theater, , None, , , , , , , , , 
137443, Building Type Settings, , Police Station, , None, , , , , , , , , 
137444, Building Type Settings, , Post Office, , None, , , , , , , , , 
137445, Building Type Settings, , Religious Building, , None, , , , , , , , , 
137446, Building Type Settings, , Retail, , None, , , , , , , , , 
137447, Building Type Settings, , School or University, , None, , , , , , , , , 
137448, Building Type Settings, , Single Family, , None, , , , , , , , , 
137449, Building Type Settings, , Sports Arena, , None, , , , , , , , , 
137450, Building Type Settings, , Town Hall, , None, , , , , , , , , 
137451, Building Type Settings, , Transportation, , None, , , , , , , , , 
137452, Building Type Settings, , Warehouse, , None, , , , , , , , , 
137453, Building Type Settings, , Workshop, , None, , , , , , , , , 
137454, Space Type Settings, , Active Storage, , None, , , , , , , , , 
137455, Space Type Settings, , Active Storage - Hospital/Healthcare, , None, , , , , , , , , 
137456, Space Type Settings, , Air/Train/Bus - Baggage Area, , None, , , , , , , , , 
137457, Space Type Settings, , Airport - Concourse, , None, , , , , , , , , 
137458, Space Type Settings, , Atrium - Each Additional Floor, , None, , , , , , , , , 
137459, Space Type Settings, , Atrium - First Three Floors, , None, , , , , , , , , 
137460, Space Type Settings, , Audience/Seating Area - Penitentiary, , None, , , , , , , , , 
137461, Space Type Settings, , Audience/Seating Area - Exercise Center, , None, , , , , , , , , 
137462, Space Type Settings, , Audience/Seating Area - Gymnasium, , None, , , , , , , , , 
137463, Space Type Settings, , Audience/Seating Area - Sports Arena, , None, , , , , , , , , 
137464, Space Type Settings, , Audience/Seating Area - Convention Center, , None, , , , , , , , , 
137465, Space Type Settings, , Audience/Seating Area - Motion Picture Theatre, , None, , , , , , , , , 
137466, Space Type Settings, , Audience/Seating Area - Performing Arts Theatre, , None, , , , , , , , , 
137467, Space Type Settings, , Audience/Seating Area - Religious, , None, , , , , , , , , 
137468, Space Type Settings, , Audience/Seating Area - Police/Fire Stations, , None, , , , , , , , , 
137469, Space Type Settings, , Audience/Seating Area - Court House, , None, , , , , , , , , 
137470, Space Type Settings, , Audience/Seating Area - Auditorium, , None, , , , , , , , , 
137471, Space Type Settings, , Bank Customer Area, , None, , , , , , , , , 
137472, Space Type Settings, , Banking Activity Area - Office, , None, , , , , , , , , 
137473, Space Type Settings, , Barber and Beauty Parlor, , None, , , , , , , , , 
137474, Space Type Settings, , Card File and Cataloguing - Library, , None, , , , , , , , , 
137475, Space Type Settings, , Classroom/Lecture/Training - Penitentiary, , None, , , , , , , , , 
137476, Space Type Settings, , Classroom/Lecture/Training, , None, , , , , , , , , 
137477, Space Type Settings, , Confinement Cells - Penitentiary, , None, , , , , , , , , 
137478, Space Type Settings, , Confinement Cells - Courthouse, , None, , , , , , , , , 
137479, Space Type Settings, , Conference Meeting/Multipurpose, , None, , , , , , , , , 
137480, Space Type Settings, , Corridor/Transition, , None, , , , , , , , , 
137481, Space Type Settings, , Corridor/Transition - Manufacturing Facility, , None, , , , , , , , , 
137482, Space Type Settings, , Corridors with Patient Waiting Exam - Hospital/Healthcare, , None, , , , , , , , , 
137483, Space Type Settings, , Court Sports Area - Sports Arena, , None, , , , , , , , , 
137484, Space Type Settings, , Courtroom - Courthouse, , None, , , , , , , , , 
137485, Space Type Settings, , Department Store Sales Area - Retail, , None, , , , , , , , , 
137486, Space Type Settings, , Detailed - Manufacturing Facility, , None, , , , , , , , , 
137487, Space Type Settings, , Dining Area, , None, , , , , , , , , 
137488, Space Type Settings, , Dining Area - Hotel, , None, , , , , , , , , 
137489, Space Type Settings, , Dining Area - Family Dining, , None, , , , , , , , , 
137490, Space Type Settings, , Dining Area - Lounge/Leisure Dining, , None, , , , , , , , , 
137491, Space Type Settings, , Dining Area - Motel, , None, , , , , , , , , 
137492, Space Type Settings, , Dining Area - Transportation, , None, , , , , , , , , 
137493, Space Type Settings, , Dining Area - Penitentiary, , None, , , , , , , , , 
137494, Space Type Settings, , Dining Area - Civil Services, , None, , , , , , , , , 
137495, Space Type Settings, , Dormitory Bedroom, , None, , , , , , , , , 
137496, Space Type Settings, , Dormitory Study Hall, , None, , , , , , , , , 
137497, Space Type Settings, , Dressing/Locker/Fitting Room - Gymnasium, , None, , , , , , , , , 
137498, Space Type Settings, , Dressing/Locker/Fitting Room - Courthouse, , None, , , , , , , , , 
137499, Space Type Settings, , Dressing/Locker/Fitting Room - Performing Arts Theatre, , None, , , , , , , , , 
137500, Space Type Settings, , Dressing/Locker/Fitting Room - Auditorium, , None, , , , , , , , , 
137501, Space Type Settings, , Dressing/Locker/Fitting Room - Exercise Center, , None, , , , , , , , , 
137502, Space Type Settings, , Electrical/Mechanical, , None, , , , , , , , , 
137503, Space Type Settings, , Elevator Lobbies, , None, , , , , , , , , 
137504, Space Type Settings, , Emergency - Hospital/Healthcare, , None, , , , , , , , , 
137505, Space Type Settings, , Equipment Room - Manufacturing Facility, , None, , , , , , , , , 
137506, Space Type Settings, , Exam/Treatment - Hospital/Healthcare, , None, , , , , , , , , 
137507, Space Type Settings, , Exercise Area - Exercise Center, , None, , , , , , , , , 
137508, Space Type Settings, , Exercise Area - Gymnasium, , None, , , , , , , , , 
137509, Space Type Settings, , Exhibit Space - Convention Center, , None, , , , , , , , , 
137510, Space Type Settings, , Fellowship Hall - Religious Buildings, , None, , , , , , , , , 
137511, Space Type Settings, , Fine Material - Warehouse, , None, , , , , , , , , 
137512, Space Type Settings, , Fine Merchandise Sales Area - Retail, , None, , , , , , , , , 
137513, Space Type Settings, , Fire Station Engine Room - Police/Fire Station, , None, , , , , , , , , 
137514, Space Type Settings, , Food Preparation, , None, , , , , , , , , 
137515, Space Type Settings, , Garage Service/Repair - Automotive Facility, , None, , , , , , , , , 
137516, Space Type Settings, , General High Bay - Manufacturing Facility, , None, , , , , , , , , 
137517, Space Type Settings, , General Low Bay - Manufacturing Facility, , None, , , , , , , , , 
137518, Space Type Settings, , General Exhibition - Museum, , None, , , , , , , , , 
137519, Space Type Settings, , Hospital - Nursery - Hospital/Healthcare, , None, , , , , , , , , 
137520, Space Type Settings, , Hospital/Medical Supplies - Hospital/Healthcare, , None, , , , , , , , , 
137521, Space Type Settings, , Hospital/Radiology - Hospital/Healthcare, , None, , , , , , , , , 
137522, Space Type Settings, , Hotel/Conference Center - Conference/Meeting, , None, , , , , , , , , 
137523, Space Type Settings, , Inactive Storage, , None, , , , , , , , , 
137524, Space Type Settings, , Judges Chambers - Courthouse, , None, , , , , , , , , 
137525, Space Type Settings, , Laboratory - Office, , None, , , , , , , , , 
137526, Space Type Settings, , Laundry - Ironing and Sorting, , None, , , , , , , , , 
137527, Space Type Settings, , Laundry - Washing - Hospital/Healthcare, , None, , , , , , , , , 
137528, Space Type Settings, , Library - Audio Visual - Library-Audio Visual, , None, , , , , , , , , 
137529, Space Type Settings, , Living Quarters - Dormitory, , None, , , , , , , , , 
137530, Space Type Settings, , Living Quarters - Motel, , None, , , , , , , , , 
137531, Space Type Settings, , Living Quarters - Hotel, , None, , , , , , , , , 
137532, Space Type Settings, , Lobby, , None, , , , , , , , , 
137533, Space Type Settings, , Lobby - Religious Buildings, , None, , , , , , , , , 
137534, Space Type Settings, , Lobby - Motion Picture Theatre, , None, , , , , , , , , 
137535, Space Type Settings, , Lobby - Auditorium, , None, , , , , , , , , 
137536, Space Type Settings, , Lobby - Performing Arts Theatre, , None, , , , , , , , , 
137537, Space Type Settings, , Lobby - Post Office, , None, , , , , , , , , 
137538, Space Type Settings, , Lobby - Hotel, , None, , , , , , , , , 
137539, Space Type Settings, , Lounge/Recreation, , None, , , , , , , , , 
137540, Space Type Settings, , Mall Concourse Sales Area - Retail, , None, , , , , , , , , 
137541, Space Type Settings, , Mass Merchandising Sales Area - Retail, , None, , , , , , , , , 
137542, Space Type Settings, , Medium/Bulky Material - Warehouse, , None, , , , , , , , , 
137543, Space Type Settings, , Merchandising Sales Area - Retail, , None, , , , , , , , , 
137544, Space Type Settings, , Museum and Gallery - Storage - Museum and Gallery - Storage, , None, , , , , , , , , 
137545, Space Type Settings, , Nurse Station - Hospital/Healthcare, , None, , , , , , , , , 
137546, Space Type Settings, , Office - Enclosed, , None, , , , , , , , , 
137547, Space Type Settings, , Office - Open Plan, , None, , , , , , , , , 
137548, Space Type Settings, , Office Common Activity Areas - Inactive Storage, , None, , , , , , , , , 
137549, Space Type Settings, , Operating Room - Hospital/Healthcare, , None, , , , , , , , , 
137550, Space Type Settings, , Other Televised Playing Area - Sports Arena, , None, , , , , , , , , 
137551, Space Type Settings, , Parking Area - Attendant only - Parking Garage, , None, , , , , , , , , 
137552, Space Type Settings, , Parking Area - Pedestrian - Parking Garage, , None, , , , , , , , , 
137553, Space Type Settings, , Patient Room - Hospital/Healthcare, , None, , , , , , , , , 
137554, Space Type Settings, , Personal Services Sales Area - Retail, , None, , , , , , , , , 
137555, Space Type Settings, , Pharmacy - Hospital/Healthcare, , None, , , , , , , , , 
137556, Space Type Settings, , Physical Therapy - Hospital/Healthcare, , None, , , , , , , , , 
137557, Space Type Settings, , Playing Area Gymnasium, , None, , , , , , , , , 
137558, Space Type Settings, , Plenum, , None, , , , , , , , , 
137559, Space Type Settings, , Police Station Laboratory - Police/Fire Stations, , None, , , , , , , , , 
137560, Space Type Settings, , Public and Staff Lounge - Hospital/Healthcare, , None, , , , , , , , , 
137561, Space Type Settings, , Reading Area - Library, , None, , , , , , , , , 
137562, Space Type Settings, , Reception/Waiting - Transportation, , None, , , , , , , , , 
137563, Space Type Settings, , Reception/Waiting - Motel, , None, , , , , , , , , 
137564, Space Type Settings, , Reception/Waiting - Hotel, , None, , , , , , , , , 
137565, Space Type Settings, , Recovery - Hospital/Healthcare, , None, , , , , , , , , 
137566, Space Type Settings, , Restoration - Museum, , None, , , , , , , , , 
137567, Space Type Settings, , Restrooms, , None, , , , , , , , , 
137568, Space Type Settings, , Ring Sports Area - Sports Arena, , None, , , , , , , , , 
137569, Space Type Settings, , Sleeping Quarters - Police/Fire Station, , None, , , , , , , , , 
137570, Space Type Settings, , Sorting Area - Post Office, , None, , , , , , , , , 
137571, Space Type Settings, , Specialty Store Sales Area - Retail, , None, , , , , , , , , 
137572, Space Type Settings, , Stacks - Library, , None, , , , , , , , , 
137573, Space Type Settings, , Stairs - Inactive, , None, , , , , , , , , 
137574, Space Type Settings, , Stairway, , None, , , , , , , , , 
137575, Space Type Settings, , Supermarket Sales Area - Retail, , None, , , , , , , , , 
137576, Space Type Settings, , Terminal - Ticket Counter - Transportation, , None, , , , , , , , , 
137577, Space Type Settings, , Workshop - Workshop, , None, , , , , , , , , 
137578, Space Type Settings, , Worship - Pulpit Choir - Religious, , None, , , , , , , , , 
137579, , , Project Base Point, , None, , , , , , , , , 
137580, , , Project Base Point, , None, , , , , , , , , 
137581, , , Survey Point, , None, , , , , , , , , 
137582, , , Survey Point, , None, , , , , , , , , 
137585, , , , , None, , , , , , , , , 
137586, , , Arrow Filled 20 Degree, , None, , , , , , , , , 
137588, , , , , None, , , , , , , , , 
137589, , , Slope, , None, , , , , , , , , 
137590, , , Slope, , None, , , , , , , , , 
137591, , , , , None, , , , , , , , , 
137592, , , Slope, , None, , , , , , , , , 
137593, , , , , None, , , , , , , , , 
137594, , , Slope, , None, , , , , , , , , 
137604, , , , , None, , , , , , , , , 
137605, , , Beam Elevation (Project), , None, , , , , , , , , 
137606, , , Beam Elevation (Project), , None, , , , , , , , , 
137607, , , , , None, , , , , , , , , 
137608, , , Beam Elevation (Project), , None, , , , , , , , , 
137609, , , , , None, , , , , , , , , 
137610, , , Beam Elevation (Project), , None, , , , , , , , , 
137612, , , , , None, , , , , , , , , 
137613, , , Beam Elevation (Relative), , None, , , , , , , , , 
137614, , , Beam Elevation (Relative), , None, , , , , , , , , 
137615, , , , , None, , , , , , , , , 
137616, , , Beam Elevation (Relative), , None, , , , , , , , , 
137617, , , , , None, , , , , , , , , 
137618, , , Beam Elevation (Relative), , None, , , , , , , , , 
137620, , , , , None, , , , , , , , , 
137621, , , Horizontal (w-Elevations), , None, , , , , , , , , 
137622, , , Horizontal (w-Elevations), , None, , , , , , , , , 
137623, , , , , None, , , , , , , , , 
137624, , , Horizontal (w-Elevations), , None, , , , , , , , , 
137625, , , , , None, , , , , , , , , 
137626, , , Horizontal (w-Elevations), , None, , , , , , , , , 
137627, , , <Lines>, , None, , , , , , , , , 
137628, , , <Lines>, , None, , , , , , , , , 
137629, , , <Lines>, , None, , , , , , , , , 
137642, Views, , Export to Civil Engineering, , None, , , , , , , , , 
137643, , , Halftone and Underlay Settings, , None, , , , , , , , , 
137644, , , X-ray mode - Profile Edge, , None, , , , , , , , , 
137645, , , X-ray mode - Constrained Profile Edge, , None, , , , , , , , , 
137646, , , X-ray mode - Side Edge, , None, , , , , , , , , 
137647, , , X-ray mode - Path Curve, , None, , , , , , , , , 
137648, , , X-ray mode - Implicit Path Curve, , None, , , , , , , , , 
137649, , , X-ray mode - Path Point, , None, , , , , , , , , 
143297, Survey Point, , , , None, , , , , , , , , 
143299, Shared Site, , Project, , None, , , , , , , , , 
143300, Project Base Point, , , , None, , , , , , , , , 
143301, , , Internal Object Styles, , None, , , , , , , , , 
143302, , , Internal Object Styles, , None, , , , , , , , , 
143303, , , Internal Object Styles, , None, , , , , , , , , 
143304, , , Internal Object Styles, , None, , , , , , , , , 
144219, , , Legend Components, , None, , , , , , , , , 
145691, Materials, , Default Form, , None, , , , , , , , , 
145692, , , Tile pattern grids, , None, , , , , , , , , 
145764, , , Pattern, , None, , , , , , , , , 
145765, , , Divided Surface, , None, , , , , , , , , 
145766, , , Divided Surface, , None, , , , , , , , , 
145767, , , Nodes, , None, , , , , , , , , 
145768, , , Nodes, , None, , , , , , , , , 
145769, , , Gridlines, , None, , , , , , , , , 
145770, , , Gridlines, , None, , , , , , , , , 
145771, , , Pattern Lines, , None, , , , , , , , , 
145772, , , Pattern Lines, , None, , , , , , , , , 
145773, , , Pattern Fill, , None, , , , , , , , , 
